#types,time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string],string,string
1526758349.531552,CTDFXk2f1BDvRH1Hre,192.168.2.5,56344,121.164.152.137,22,tcp,-,2.997284,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758349.868783,CTARpu1aWx9zHeAToi,192.168.2.5,40059,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758350.529011,CsFgE61zbvQ3NMBAh9,192.168.2.5,52785,121.116.6.172,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758295.842604,C33SAe2BXisURm5YZ6,112.189.51.154,3,192.168.2.5,1,icmp,-,-,-,-,OTH,-,-,0,-,1,88,0,0,(empty),Benign,-,
1526758295.951845,ClB8nH1IFO7lyjaFKc,192.168.2.5,123,78.108.102.237,123,udp,-,0.097899,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526758351.528978,CTbHQ43UjAtL1ZESPb,192.168.2.5,42270,121.152.148.189,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758351.534094,CfmhBt1yJLEgWUolf6,192.168.2.5,38353,121.61.140.62,22,tcp,-,2.994725,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758352.554001,CUGHtUEDAn3ULCy16,192.168.2.5,52194,121.143.234.119,22,tcp,-,2.994818,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758353.528793,CVHYdC1HkXyE5pQkT8,192.168.2.5,43937,121.245.247.57,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758353.537747,CDT1EkDM7BXfzx2Ak,192.168.2.5,44460,121.222.95.253,22,tcp,-,2.991007,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758353.871074,C6voPE4rwS94Am8P5i,192.168.2.5,40071,200.168.87.203,59353,tcp,-,2.997716,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758354.538850,Cq9kqM3lOOrPSmFZgf,192.168.2.5,34641,121.237.217.116,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758354.539505,Ckm4A51zpTy9TnE6Pf,192.168.2.5,35386,121.11.120.146,22,tcp,-,2.999385,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758355.538929,CjrYBl2DeNfGyPPsMa,192.168.2.5,56047,121.126.67.244,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758355.540135,Cac4u01lidhhpuw4A7,192.168.2.5,46599,121.200.89.182,22,tcp,-,2.998734,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758300.951855,CqI5v93dLI8ySder58,192.168.2.5,123,37.157.198.150,123,udp,-,0.087562,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526758356.538979,CoSVw14lfhbA8VJUy2,192.168.2.5,56344,121.164.152.137,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758356.542532,CcqnOH3EAPQGrE2hn5,192.168.2.5,36495,121.26.79.46,22,tcp,-,2.996367,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758350.534035,C59KrI2Yqgea9bhNfa,192.168.2.5,34644,121.41.11.135,22,tcp,ssh,6.314148,589,1801,SF,-,-,0,ShAdDaFf,16,1429,16,2641,(empty),Malicious,Attack,
1526758357.543888,CdbPsDiebSg8R0rbd,192.168.2.5,57563,121.83.61.8,22,tcp,-,2.994983,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758358.539041,CKncBm29NHCKBfuhfh,192.168.2.5,38353,121.61.140.62,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758358.545286,Cv1GZuEegFlLKE2M5,192.168.2.5,46509,121.71.60.202,22,tcp,-,2.993546,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758359.546319,C0XVA9pwDw4spzxpl,192.168.2.5,42527,121.60.224.99,22,tcp,-,2.992474,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758359.558862,CzNX9F3VWLeqWqdQ3h,192.168.2.5,52194,121.143.234.119,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758360.538948,CxjZvqcysoY1Tuq0a,192.168.2.5,44460,121.222.95.253,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758360.546421,Ch1e7G3j6VF4Gz10hb,192.168.2.5,52737,121.69.11.110,22,tcp,-,2.992403,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758360.878750,ChRsRP15tgZFw40b14,192.168.2.5,40071,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758361.548898,Cy6LVHo96hGgzmR35,192.168.2.5,35386,121.11.120.146,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758361.549439,CO1hQl3vC8IysdVjoi,192.168.2.5,52755,121.205.72.122,22,tcp,-,0.352648,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526758362.548845,Cre5DO3aDrHhc5JM9i,192.168.2.5,46599,121.200.89.182,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758362.549728,C4iJ3f2ypTtg7q0Q03,192.168.2.5,53282,121.12.215.229,22,tcp,-,2.999303,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758356.457271,C2CWo53zw0Yb1DsZUd,192.168.2.5,34651,121.41.11.135,22,tcp,ssh,6.982718,589,1801,SF,-,-,0,ShAdDaFf,16,1429,17,2693,(empty),Malicious,Attack,
1526758363.548993,CmkEJQ1kWP2mzqL0ge,192.168.2.5,36495,121.26.79.46,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758363.552490,Co8qAW3JSyXSIIcNWd,192.168.2.5,38056,121.3.55.196,22,tcp,-,2.996591,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758364.549041,CSPxkk2sn1xdEdr2Vl,192.168.2.5,57563,121.83.61.8,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758364.553623,ChItri40gytlTlRzQ,192.168.2.5,56373,121.1.66.61,22,tcp,-,2.995296,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758364.879511,CpMYV9jb5rCxsdI8k,192.168.2.5,40085,200.168.87.203,59353,tcp,-,2.999334,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758365.549114,CfZTru3P5ZVT3NS3B9,192.168.2.5,46509,121.71.60.202,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758365.555098,Ct78Zr4RSm0W5B1pC,192.168.2.5,36373,121.148.12.150,22,tcp,-,2.993861,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758310.819611,CaRyds19yj79QBchy3,58.51.94.77,11,192.168.2.5,0,icmp,-,-,-,-,OTH,-,-,0,-,1,56,0,0,(empty),Benign,-,
1526758366.548924,CgOOBAnjheRz6rfGe,192.168.2.5,42527,121.60.224.99,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758366.556168,CZRNALaC7R00co8ok,192.168.2.5,52030,121.202.165.229,22,tcp,-,2.992766,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758367.549218,CgVXU23QGhH7dVtRn5,192.168.2.5,52737,121.69.11.110,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758367.557632,CoQYVs3spue75vTZqf,192.168.2.5,37535,121.248.120.36,22,tcp,-,2.991320,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758368.559345,CWidRB13DY1r94m3Vf,192.168.2.5,60880,121.128.63.96,22,tcp,-,2.999759,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758363.044137,CnKNTW3IB6Jnnw7kp,192.168.2.5,34659,121.41.11.135,22,tcp,ssh,5.683618,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack,
1526758369.559121,CHAfiJdISM8otKQdg,192.168.2.5,53282,121.12.215.229,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758369.561150,CyTwOLhTTTUyR54Ub,192.168.2.5,43328,121.76.250.192,22,tcp,-,2.997848,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758370.559055,CZK0qR1EGc6CFen7Vi,192.168.2.5,38056,121.3.55.196,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758370.562464,CsMEaL1hw514hhIQx1,192.168.2.5,40592,121.175.64.203,22,tcp,-,2.996471,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758371.558933,CzBv5L1S18kWLwPBKa,192.168.2.5,56373,121.1.66.61,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758371.562938,CB21Yy4EYQZlef1ibf,192.168.2.5,35336,121.158.141.147,22,tcp,-,2.995938,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758371.888896,ChSMTE2atB1xTXgvJ4,192.168.2.5,40085,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758372.559336,CLIOEq2NUsK8H3JCe2,192.168.2.5,36373,121.148.12.150,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758372.565224,CnQ9QHXVuyqT2VExa,192.168.2.5,55916,121.152.25.235,22,tcp,-,2.993759,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758373.559113,C0aADs1I8NPSdEsUfg,192.168.2.5,52030,121.202.165.229,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758373.566372,Cu9ZoB4bRrYeIOlMoj,192.168.2.5,35374,121.126.29.35,22,tcp,-,2.992546,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758368.306239,C6tPIr4O9Kfa7DnEVk,192.168.2.5,34666,121.41.11.135,22,tcp,ssh,6.249802,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack,
1526758374.559174,CZCwUc35Tx9SJCvdW6,192.168.2.5,37535,121.248.120.36,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758374.567913,CGCeuL2RnVMQ7KfzP4,192.168.2.5,39875,121.68.157.228,22,tcp,-,2.990962,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758375.568944,Cg0KE93GOraa0sDH65,192.168.2.5,60880,121.128.63.96,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758375.569756,CwHpOR2RUtkYgWvPLe,192.168.2.5,55858,121.129.177.112,22,tcp,-,2.999327,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758375.890645,ChLpoeXp0QZa08sh7,192.168.2.5,40099,200.168.87.203,59353,tcp,-,2.998268,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758376.569003,CeM1de1uR7uVJKCipk,192.168.2.5,43328,121.76.250.192,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758376.571338,C8etXr36ykGJb40j57,192.168.2.5,53188,121.152.124.149,22,tcp,-,2.997796,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758377.572433,CCcSyp2qE2tLSYXRTh,192.168.2.5,42502,121.126.117.14,22,tcp,-,0.413376,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526758378.569166,CeOKra3a84GDWJnY5b,192.168.2.5,35336,121.158.141.147,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758378.574123,CZiwFQ3pAgJaoSKugg,192.168.2.5,38582,121.34.246.204,22,tcp,-,2.994932,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758379.568939,CVrZTi25DInzhzLu24,192.168.2.5,55916,121.152.25.235,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758379.575442,C29u2o4ZX5618DQ531,192.168.2.5,33344,121.2.67.199,22,tcp,-,2.993470,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758374.198845,CajOzeIuhujiLcjsh,192.168.2.5,34673,121.41.11.135,22,tcp,ssh,5.987189,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack,
1526758380.575332,CHHTim1YBnALs2VJZg,192.168.2.5,56367,121.195.114.136,22,tcp,-,2.993656,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758381.569139,CgPGqq4Jiyrv0rZuJg,192.168.2.5,39875,121.68.157.228,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758381.577604,CgN6uz3h2lmr5UIY4f,192.168.2.5,36079,121.15.144.149,22,tcp,-,2.991323,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758382.578976,CDFW0H3hT24SKxPkh9,192.168.2.5,55858,121.129.177.112,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758382.579371,CDCcyYOjhmC6Bqati,192.168.2.5,48143,121.35.169.175,22,tcp,-,2.999671,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758382.898892,CIYIbx4tnRk0tWTR7,192.168.2.5,40099,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758383.579751,C7RaXf1Nj5Xc7FE83d,192.168.2.5,39140,121.15.40.76,22,tcp,-,2.999217,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758384.582104,CQnApYJumFMJ3zJgj,192.168.2.5,41854,121.177.235.233,22,tcp,-,2.996902,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758379.883341,ChrOSq34UcXnxDPIf5,192.168.2.5,34681,121.41.11.135,22,tcp,ssh,5.189653,589,1801,SF,-,-,0,ShAdDaFf,13,1273,15,2589,(empty),Malicious,Attack,
1526758385.579450,CGjvFY2732XK9FMCN1,192.168.2.5,38582,121.34.246.204,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758385.584085,CGrh1C3H9SiQ0qPndb,192.168.2.5,43750,121.22.237.156,22,tcp,-,2.994851,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758386.579169,CdtUw8ikv4JaAGRYi,192.168.2.5,33344,121.2.67.199,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758386.584065,CVcONA2i1TzXveQXsa,192.168.2.5,38185,121.135.134.25,22,tcp,-,2.995015,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758386.901513,CVtzpt3qqmQCUsSJpk,192.168.2.5,40113,200.168.87.203,59353,tcp,-,2.997413,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758387.579338,CVQvEU1xZYbGWn1pK6,192.168.2.5,56367,121.195.114.136,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758387.585262,CYNgr33Hk5fq1Uptph,192.168.2.5,40813,121.29.132.143,22,tcp,-,2.993768,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758332.951978,CnxMsL1h9eUtI7bdcg,192.168.2.5,123,5.1.56.123,123,udp,-,0.080272,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526758388.579091,Cfrmls1bgJABb3ZXCc,192.168.2.5,36079,121.15.144.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758388.587601,CJuaU32VPVAK4jDqDi,192.168.2.5,58105,121.171.39.6,22,tcp,-,2.991387,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758389.589015,C9njxZ29eT1W8bC4z1,192.168.2.5,48143,121.35.169.175,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758389.589470,CvT6zw4WsqhWOwVzq7,192.168.2.5,51715,121.120.168.200,22,tcp,-,2.999708,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758384.789198,CWV2hc1mQDcxO93p9i,192.168.2.5,34687,121.41.11.135,22,tcp,ssh,5.143943,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2641,(empty),Malicious,Attack,
1526758390.589200,CpyjsGO7l393a4pye,192.168.2.5,39140,121.15.40.76,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758390.591336,CTbvWKvFElkIYBOib,192.168.2.5,43004,121.192.108.59,22,tcp,-,2.997722,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758391.589049,CIgera2SSbvOt5OCj5,192.168.2.5,41854,121.177.235.233,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758391.592456,CAG8PD3G9JHmg94o8,192.168.2.5,59562,121.200.251.76,22,tcp,-,2.996806,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758392.589455,CrKHYi3xi3GMnT9WH3,192.168.2.5,43750,121.22.237.156,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758392.594063,CCElyW2SmUyEt7Wvmi,192.168.2.5,37747,121.94.31.245,22,tcp,-,2.994917,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758393.589234,CkWBP541Lzng7t4iV7,192.168.2.5,38185,121.135.134.25,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758393.595290,CfR7q1VvqpVJsfaNj,192.168.2.5,34741,121.14.173.157,22,tcp,-,2.993841,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758393.908986,C9pIbktU0gTZvMO75,192.168.2.5,40113,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758394.589124,CIy6Y32thZCtOW5JXk,192.168.2.5,40813,121.29.132.143,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758394.596502,Caodxo2n1qZUMqhEjl,192.168.2.5,52954,121.90.222.138,22,tcp,-,2.992578,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758389.580976,CfjFzB3ZnyJ2JoAEcj,192.168.2.5,34693,121.41.11.135,22,tcp,ssh,5.452758,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack,
1526758395.589301,C4KUKL1zWb5qxepQea,192.168.2.5,58105,121.171.39.6,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758395.597735,Cmpe421Gc64wHu3g5,192.168.2.5,40347,121.196.244.247,22,tcp,-,0.292208,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526758396.599085,C0VRUT1gZo2oMwnQo7,192.168.2.5,51715,121.120.168.200,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758396.599674,CYFbOI3kzoryU5k5Ri,192.168.2.5,58484,121.97.124.126,22,tcp,-,2.999592,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758397.599268,C8QZjG2TvG3coAhMze,192.168.2.5,43004,121.192.108.59,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758397.601213,CoFImU15kLBPOEcoN3,192.168.2.5,34987,121.122.26.130,22,tcp,-,2.998017,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758397.912651,CBGpdT3hZb680tmKh3,192.168.2.5,40127,200.168.87.203,59353,tcp,-,2.996326,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758398.599108,C87iT73mTfVG8b7Lze,192.168.2.5,59562,121.200.251.76,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758398.602598,C6JU5q4fNp6mKlEQ26,192.168.2.5,35682,121.137.197.169,22,tcp,-,0.361357,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526758399.599170,CzdZFn3DCykAgvne2h,192.168.2.5,37747,121.94.31.245,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758399.603877,Cr4pqk19mUThV3DcEk,192.168.2.5,49028,121.15.189.210,22,tcp,-,2.995160,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758394.709454,CZYHm31rALNYRD90Ei,192.168.2.5,34700,121.41.11.135,22,tcp,ssh,5.301399,589,1801,SF,-,-,0,ShAdDaFf,13,1273,16,2653,(empty),Malicious,Attack,
1526758400.599449,CMZbB62C8oBJb4YTOj,192.168.2.5,34741,121.14.173.157,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758400.605487,CxnOrE29lXkgZi81Z9,192.168.2.5,39992,121.215.126.190,22,tcp,-,2.993527,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758401.599031,CSJQqL1RndbMp8zvkl,192.168.2.5,52954,121.90.222.138,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758401.606347,CLlaGA2qPkanwBaBNd,192.168.2.5,42848,121.147.198.186,22,tcp,-,2.992656,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758346.901406,CXo1Pb3DULCHZPTOg5,101.143.251.242,3,192.168.2.5,0,icmp,-,-,-,-,OTH,-,-,0,-,1,56,0,0,(empty),Benign,-,
1526758402.607608,CcYti11iL03kwl7U85,192.168.2.5,33496,121.95.38.89,22,tcp,-,2.991429,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758403.609125,CtfaeC7ad4ZZ1Hrj3,192.168.2.5,58484,121.97.124.126,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758403.609455,C1KAwc3kwIse6XJB8l,192.168.2.5,49277,121.85.179.7,22,tcp,-,2.999676,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758404.609108,CaCirK2xUM54BPImli,192.168.2.5,34987,121.122.26.130,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758404.611228,CnqwO94SJFFxXjhcMb,192.168.2.5,41915,121.114.142.229,22,tcp,-,2.998106,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758399.716580,Cndgb63jwCFzv1Ox65,192.168.2.5,34707,121.41.11.135,22,tcp,ssh,5.106897,589,1801,SF,-,-,0,ShAdDaFf,15,1377,15,2589,(empty),Malicious,Attack,
1526758404.918996,CIG19Q1YzJexgg8jul,192.168.2.5,40127,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758405.611290,CHNRWk2hTal8npKQf,192.168.2.5,39614,121.124.83.219,22,tcp,-,2.997896,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758406.609293,CC12zw49yCSoxT3NJd,192.168.2.5,49028,121.15.189.210,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758406.613910,CMfdPRkFfovTpKFs3,192.168.2.5,56227,121.116.180.215,22,tcp,-,2.995130,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758407.609156,CE9nD131GAF7iEwLq4,192.168.2.5,39992,121.215.126.190,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758407.615228,CGgwjg335D3fSU2Kyd,192.168.2.5,56091,121.114.174.241,22,tcp,-,2.993799,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
